local_path,url,hash,participant_id,file_type,size
raw/33.vmrk,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf56ed594d9002c67ffc55,md5:b63ffd1ad4e3cfb02eaaf8c80957f452,33,,389186
cali/33_cali.matrix,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1d5a594d9002c57fb999,md5:bae9d3943d9c85b189e3b12a2f9c475d,33,besa_files,47393
log/33_test.txt,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1c1d9ad5a102cd5c5cf3,md5:eccbc62f65217103af618199e0b0b874,33,log_files,506904
raw/34.eeg,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf4f9f9ad5a102cb5c42a5,md5:4bc1f4d3ab4d1b92fe2aff4a73e49b45,34,,261277440
raw/34.vhdr,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf56d96c613b02978f518e,md5:4b09dfad5af6acbc52f914f09d890154,34,raw_files,11774
raw/34.vmrk,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf56ec6c613b02968f6d26,md5:36b5bd5038743a0b614c8987dbae4828,34,,391704
cali/34_cali.matrix,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1d5a6c613b02978f442f,md5:fcb5211a3344b9801caf0a5c2e549f09,34,besa_files,47433
log/34_test.txt,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf1c1d9ad5a102cc5c4da7,md5:10c0b4d5adbc4051754a29523fa78692,34,log_files,506861
raw/35.eeg,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf4f56594d9002c67ff9da,md5:56f81c061e501d61b5565d81e91c0aa0,35,,240788480
raw/35.vhdr,https://files.de-1.osf.io/v1/resources/hdxvb/providers/osfstorage/59cf56da9ad5a102cd5c6b0c,md5:20ae499a011e995570488a4ba9f43ae9,35,raw_files,11774
